10001;0;Teste Automatizado Dez Mil E Um;79037953921;12/01/1951;F;64057400;9925698544;teste10001@teste10001.com.br;teste10001@teste10001.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Sim;Sim;Sim;Sim;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10002;1;Teste Automatizado Dez Mil E Dois;79037953921;13/01/1951;M;64057400;9925698544;teste10002@teste10002.com.br;teste10002@teste10002.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Sim;Sim;Sim;Nao;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10003;0;Teste Automatizado Dez Mil E Tres;79037953921;14/01/1951;F;64057400;9925698544;teste10003@teste10003.com.br;teste10003@teste10003.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Sim;Sim;Nao;Sim;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10004;1;Teste Automatizado Dez Mil E Quatro;79037953921;15/01/1951;M;64057400;9925698544;teste10004@teste10004.com.br;teste10004@teste10004.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Sim;Sim;Nao;Nao;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10005;0;Teste Automatizado Dez Mil E Cinco;79037953921;16/01/1951;F;64057400;9925698544;teste10005@teste10005.com.br;teste10005@teste10005.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Sim;Nao;Sim;Sim;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10006;1;Teste Automatizado Dez Mil E Seis;79037953921;17/01/1951;M;64057400;9925698544;teste10006@teste10006.com.br;teste10006@teste10006.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Sim;Nao;Sim;Nao;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10007;0;Teste Automatizado Dez Mil E Sete;79037953921;18/01/1951;F;64057400;9925698544;teste10007@teste10007.com.br;teste10007@teste10007.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Sim;Nao;Nao;Sim;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10008;1;Teste Automatizado Dez Mil E Oito;79037953921;19/01/1951;M;64057400;9925698544;teste10008@teste10008.com.br;teste10008@teste10008.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Sim;Nao;Nao;Nao;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10009;0;Teste Automatizado Dez Mil E Nove;79037953921;20/01/1951;F;64057400;9925698544;teste10009@teste10009.com.br;teste10009@teste10009.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Nao;Sim;Sim;Sim;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10010;1;Teste Automatizado Dez Mil E Dez;79037953921;21/01/1951;M;64057400;9925698544;teste10010@teste10010.com.br;teste10010@teste10010.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Nao;Sim;Sim;Nao;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10011;0;Teste Automatizado Dez Mil E Onze;79037953921;22/01/1951;F;64057400;9925698544;teste10011@teste10011.com.br;teste10011@teste10011.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Nao;Sim;Nao;Sim;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10012;1;Teste Automatizado Dez Mil E Doze;79037953921;23/01/1951;M;64057400;9925698544;teste10012@teste10012.com.br;teste10012@teste10012.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Nao;Sim;Nao;Nao;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10013;0;Teste Automatizado Dez Mil E Treze;79037953921;24/01/1951;F;64057400;9925698544;teste10013@teste10013.com.br;teste10013@teste10013.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Nao;Nao;Sim;Sim;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10014;1;Teste Automatizado Dez Mil E Quatorze;79037953921;25/01/1951;M;64057400;9925698544;teste10014@teste10014.com.br;teste10014@teste10014.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Nao;Nao;Sim;Nao;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10015;0;Teste Automatizado Dez Mil E Quinze;79037953921;26/01/1951;F;64057400;9925698544;teste10015@teste10015.com.br;teste10015@teste10015.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Nao;Nao;Nao;Sim;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10016;1;Teste Automatizado Dez Mil E Dezesseis;79037953921;27/01/1951;M;64057400;9925698544;teste10016@teste10016.com.br;teste10016@teste10016.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Sim;Nao;Nao;Nao;Nao;Nao;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
10017;0;Teste Automatizado Dez Mil E Dezesete;79037953921;28/01/1951;F;64057400;9925698544;teste10017@teste10017.com.br;teste10017@teste10017.com.br;Nao;Sim;Sim;Nao;Nao;Nao;2;Sim;Sim;Nao;Sim;Sim;Sim;Sim;Sim;admin@admin.com.br;admin@admin.com.br;Covid-19 Leve
